,n,rho,mu,distribution,mean_waiting_time,ci_lower,ci_upper,variance,number_of_customers
84,1,0.7,1,M_M_N_K,2.0130240682233502,1.9735335216061125,2.052514614840588,6.494479908498704,16000
85,1,0.7,1,M_M_N_K,2.014403047764982,1.9769249997243354,2.0518810958056286,6.580696155215503,18000
86,1,0.7,1,M_M_N_K,1.9768961285074707,1.941694275838663,2.0120979811762782,6.450780818058451,20000
87,1,0.7,1,M_M_N_K,1.9798502369656126,1.9464796285298238,2.0132208454014013,6.376861120101008,22000
88,1,0.7,1,M_M_N_K,2.0326094242193946,1.999863038976811,2.065355809461978,6.698815024480723,24000
89,1,0.7,1,M_M_N_K,2.0451195763460994,2.013526495656337,2.076712657035862,6.7549273402496315,26000
90,1,0.7,1,M_M_N_K,2.055646510692833,2.0250900512596988,2.0862029701259677,6.805034995338259,28000
91,1,0.7,1,M_M_N_K,2.0362701636630463,2.00696491971398,2.0655754076121124,6.706264975893599,30000
92,1,0.7,1,M_M_N_K,2.011234637085033,1.9831089656749765,2.0393603084950898,6.589109706855484,32000
93,1,0.7,1,M_M_N_K,2.0191771106532217,1.9918731868736663,2.046481034432777,6.597842415324005,34000
94,1,0.7,1,M_M_N_K,2.0175073315042815,1.9909485026727238,2.044066160335839,6.60990099197238,36000
95,1,0.7,1,M_M_N_K,2.0296375153720665,2.0036258007070393,2.0556492300370937,6.692643781654632,38000
96,1,0.7,1,M_M_N_K,4.565035544522064,3.585868001970846,5.5442030870732815,24.352060102437463,100
97,1,0.7,1,M_M_N_K,2.753164520220111,2.4720497558884578,3.034279284551764,12.29321730176307,600
98,1,0.7,1,M_M_N_K,2.6510423821406035,2.452043970712649,2.850040793568558,10.283715640024235,1000
99,1,0.7,1,M_M_N_K,2.6000843965206033,2.5068142364555355,2.693354556585671,9.052870792457561,4000
100,1,0.7,1,M_M_N_K,2.3310858549472595,2.2646600364490768,2.3975116734454422,8.037582910980932,7000
101,1,0.7,1,M_M_N_K,2.206614931603473,2.152039345439573,2.261190517767373,7.751673789040161,10000
102,1,0.7,1,M_M_N_K,2.232050152145909,2.1840350214670594,2.2800652828247583,7.800501430339308,13000
103,1,0.7,1,M_M_N_K,2.2214998478932535,2.177768495734002,2.265231200052505,7.964231930687019,16000
104,1,0.7,1,M_M_N_K,2.2138899859782195,2.174219474043741,2.253560497912698,7.782832648861799,19000
105,1,0.7,1,M_M_N_K,2.206614931603473,2.152039345439573,2.261190517767373,7.751673789040161,10000
106,1,0.7,1,M_M_N_K,2.2518237305609787,2.201461195139885,2.3021862659820727,7.921594637797231,12000
107,1,0.7,1,M_M_N_K,2.196674539173921,2.150794791109914,2.242554287237928,7.670060691900862,14000
108,1,0.7,1,M_M_N_K,2.2214998478932535,2.177768495734002,2.265231200052505,7.964231930687019,16000
109,1,0.7,1,M_M_N_K,2.1986295904041535,2.157928932261432,2.239330248546875,7.761055261295659,18000
110,1,0.7,1,M_M_N_K,2.19073363182557,2.1522386551087798,2.22922860854236,7.71417286366809,20000
111,1,0.7,1,M_M_N_K,2.170907454897644,2.1345132231215835,2.2073016866737047,7.584794552486319,22000
112,1,0.7,1,M_M_N_K,2.1412298526784173,2.1067324407060095,2.175727264650825,7.434371897304257,24000
113,1,0.7,1,M_M_N_K,2.1294723813085232,2.096346255765505,2.1625985068515416,7.426394492423478,26000
