,n,rho,mu,distribution,mean_waiting_time,ci_lower,ci_upper,variance,number_of_customers,t_stat,p_value
95,1,0.7,1,M_M_N,2.389493363230747,2.3569271547443416,2.4220595717171527,10.490450651373072,38000,-7.565648655729617,3.860117658756317e-14
96,1,0.7,1,M_M_N,2.360476236023313,1.7932091841474471,2.927743287899179,8.173288105139088,100,-7.565648655729617,3.860117658756317e-14
97,1,0.7,1,M_M_N,2.3779737925853675,2.1462807109980986,2.6096668741726363,8.350728785697074,600,-7.565648655729617,3.860117658756317e-14
98,1,0.7,1,M_M_N,1.8522875749838608,1.6958908677423736,2.0086842822253477,6.351935079176239,1000,-7.565648655729617,3.860117658756317e-14
99,1,0.7,1,M_M_N,2.0968863042061985,2.014544813310874,2.179227795101523,7.055671135099218,4000,-7.565648655729617,3.860117658756317e-14
100,1,0.7,1,M_M_N,2.1568089697574995,2.0933206432114493,2.2202972963035497,7.342422931137408,7000,-7.565648655729617,3.860117658756317e-14
101,1,0.7,1,M_M_N,2.2644385949924217,2.2066317947909733,2.32224539519387,8.69674089435716,10000,-7.565648655729617,3.860117658756317e-14
102,1,0.7,1,M_M_N,2.2951836780602117,2.2436018293992053,2.346765526721218,9.002437113602975,13000,-7.565648655729617,3.860117658756317e-14
103,1,0.7,1,M_M_N,2.303612557767565,2.2576791450676517,2.349545970467478,8.786491915567966,16000,-7.565648655729617,3.860117658756317e-14
104,1,0.7,1,M_M_N,2.3154608683084414,2.273146612592825,2.357775124024058,8.85473349943487,19000,-7.565648655729617,3.860117658756317e-14
105,1,0.7,1,M_M_N,2.2644385949924217,2.2066317947909733,2.32224539519387,8.69674089435716,10000,-7.565648655729617,3.860117658756317e-14
106,1,0.7,1,M_M_N,2.247662053562433,2.1955009473657383,2.299823159759128,8.497497185221183,12000,-7.565648655729617,3.860117658756317e-14
107,1,0.7,1,M_M_N,2.336215659076716,2.2861476477196363,2.3862836704337957,9.134345527246303,14000,-7.565648655729617,3.860117658756317e-14
108,1,0.7,1,M_M_N,2.303612557767565,2.2576791450676517,2.349545970467478,8.786491915567966,16000,-7.565648655729617,3.860117658756317e-14
109,1,0.7,1,M_M_N,2.3285748774313553,2.284906061075455,2.3722436937872557,8.934304558017592,18000,-7.565648655729617,3.860117658756317e-14
110,1,0.7,1,M_M_N,2.311567261723152,2.2703621364445623,2.352772387001742,8.838604922524063,20000,-7.565648655729617,3.860117658756317e-14
111,1,0.7,1,M_M_N,2.2969292661568637,2.257635397490944,2.336223134822783,8.841547552654276,22000,-7.565648655729617,3.860117658756317e-14
112,1,0.7,1,M_M_N,2.3059850281417353,2.268351327456796,2.3436187288266748,8.847592364989262,24000,-7.565648655729617,3.860117658756317e-14
113,1,0.7,1,M_M_N,2.3607446748546774,2.323178074956301,2.3983112747530537,9.550816639301258,26000,-7.565648655729617,3.860117658756317e-14
114,1,0.7,1,M_M_N,2.3375215971003604,2.3017461360743607,2.37329705812636,9.328134051338292,28000,-7.565648655729617,3.860117658756317e-14
115,1,0.7,1,M_M_N,2.3203693668885736,2.286023671351803,2.354715062425344,9.211591251114614,30000,-7.565648655729617,3.860117658756317e-14
116,1,0.7,1,M_M_N,2.323111549751439,2.2894730579097153,2.3567500415931626,9.42527377084362,32000,-7.565648655729617,3.860117658756317e-14
117,1,0.7,1,M_M_N,2.3093852886222384,2.2769184558178237,2.341852121426653,9.328926292122253,34000,-7.565648655729617,3.860117658756317e-14
118,1,0.7,1,M_M_N,2.299363928993465,2.267894609475575,2.3308332485113548,9.280082099030201,36000,-7.565648655729617,3.860117658756317e-14
119,1,0.7,1,M_M_N,2.3261359314565153,2.2950623982067664,2.3572094647062642,9.550827986678499,38000,-7.565648655729617,3.860117658756317e-14
120,1,0.7,1,M_M_N,2.0864977106000038,1.6987780242869541,2.4742173969130534,3.818188755022343,100,-7.565648655729617,3.860117658756317e-14
121,1,0.7,1,M_M_N,1.9149022518948648,1.7302043018747282,2.0996002019150017,5.30667386305668,600,-7.565648655729617,3.860117658756317e-14
122,1,0.7,1,M_M_N,1.8228399222767115,1.6777114283052112,1.9679684162482118,5.469608190769402,1000,-7.565648655729617,3.860117658756317e-14
123,1,0.7,1,M_M_N,2.006726690551339,1.9288992660698132,2.0845541150328644,6.3032741323348604,4000,-7.565648655729617,3.860117658756317e-14
124,1,0.7,1,M_M_N,2.015174309732468,1.9559186527620593,2.074429966702877,6.396041485482875,7000,-7.565648655729617,3.860117658756317e-14
125,1,0.7,1,M_M_N,2.1099517646926476,2.0513504944865923,2.1685530348987028,8.937431569818804,10000,-7.565648655729617,3.860117658756317e-14
126,1,0.7,1,M_M_N,2.054024205212234,2.004532437784084,2.103515972640384,8.287665560666381,13000,-7.565648655729617,3.860117658756317e-14
127,1,0.7,1,M_M_N,2.0646219039622125,2.0190321078566624,2.1102117000677625,8.655524440584944,16000,-7.565648655729617,3.860117658756317e-14
128,1,0.7,1,M_M_N,2.1240689733896696,2.081700565359155,2.166437381420184,8.877411962528278,19000,-7.565648655729617,3.860117658756317e-14
129,1,0.7,1,M_M_N,2.1099517646926476,2.0513504944865923,2.1685530348987028,8.937431569818804,10000,-7.565648655729617,3.860117658756317e-14
130,1,0.7,1,M_M_N,2.0565015229660832,2.004445189938047,2.1085578559941194,8.463394551579066,12000,-7.565648655729617,3.860117658756317e-14
131,1,0.7,1,M_M_N,2.052218886889867,2.0047547791999736,2.099682994579761,8.208945889984939,14000,-7.565648655729617,3.860117658756317e-14
132,1,0.7,1,M_M_N,2.0646219039622125,2.0190321078566624,2.1102117000677625,8.655524440584944,16000,-7.565648655729617,3.860117658756317e-14
133,1,0.7,1,M_M_N,2.11425385728033,2.070729175614901,2.157778538945759,8.875424187715739,18000,-7.565648655729617,3.860117658756317e-14
134,1,0.7,1,M_M_N,2.1142190131025105,2.0732457996820877,2.1551922265229333,8.739393527342514,20000,-7.565648655729617,3.860117658756317e-14
135,1,0.7,1,M_M_N,2.133163363799084,2.0936016981235985,2.1727250294745692,8.962472695902385,22000,-7.565648655729617,3.860117658756317e-14
136,1,0.7,1,M_M_N,2.1330605825886293,2.095293159574197,2.1708280056030618,8.910579666670536,24000,-7.565648655729617,3.860117658756317e-14
137,1,0.7,1,M_M_N,2.168061020093288,2.131116007175632,2.205006033010944,9.237370733245138,26000,-7.565648655729617,3.860117658756317e-14
138,1,0.7,1,M_M_N,2.15412119429856,2.118884079270692,2.189358309326428,9.049508425595173,28000,-7.565648655729617,3.860117658756317e-14
139,1,0.7,1,M_M_N,2.2138166279801537,2.178995575728236,2.248637680232071,9.468339219780573,30000,-7.565648655729617,3.860117658756317e-14
140,1,0.7,1,M_M_N,2.2577287433017466,2.2236061394234223,2.2918513471800708,9.69851563654919,32000,-7.565648655729617,3.860117658756317e-14
141,1,0.7,1,M_M_N,2.2245665728570345,2.1917531237477963,2.2573800219662727,9.529181040167934,34000,-7.565648655729617,3.860117658756317e-14
142,1,0.7,1,M_M_N,2.2156802826033974,2.18404737981518,2.247313185391615,9.37681198036322,36000,-7.565648655729617,3.860117658756317e-14
143,1,0.7,1,M_M_N,2.237994251880883,2.206692805877492,2.2692956978842735,9.691445298042122,38000,-7.565648655729617,3.860117658756317e-14
144,1,0.7,1,M_M_N,3.7826986662642317,2.968982692914098,4.596414639614365,16.81772983406525,100,-7.565648655729617,3.860117658756317e-14
145,1,0.7,1,M_M_N,2.2098814554810375,1.9885874432430597,2.431175467719015,7.617940445734457,600,-7.565648655729617,3.860117658756317e-14
146,1,0.7,1,M_M_N,2.572744669841242,2.3749543722417865,2.770534967440698,10.159230359854536,1000,-7.565648655729617,3.860117658756317e-14
147,1,0.7,1,M_M_N,1.9602635278863012,1.877019661756509,2.0435073940160935,7.211163824163496,4000,-7.565648655729617,3.860117658756317e-14
148,1,0.7,1,M_M_N,2.1601431880261805,2.0941178048681888,2.2261685711841723,7.940968938678364,7000,-7.565648655729617,3.860117658756317e-14
149,1,0.7,1,M_M_N,2.101543694047284,2.0480628765621334,2.1550245115324347,7.443800831770659,10000,-7.565648655729617,3.860117658756317e-14
150,1,0.7,1,M_M_N,2.092618548612695,2.0461849589109633,2.139052138314427,7.295092609197768,13000,-7.565648655729617,3.860117658756317e-14
151,1,0.7,1,M_M_N,2.074501092569246,2.0325514820545463,2.116450703083946,7.32848077910115,16000,-7.565648655729617,3.860117658756317e-14
152,1,0.7,1,M_M_N,2.113775201077948,2.0729986634995017,2.1545517386563944,8.222857697089843,19000,-7.565648655729617,3.860117658756317e-14
153,1,0.7,1,M_M_N,2.101543694047284,2.0480628765621334,2.1550245115324347,7.443800831770659,10000,-7.565648655729617,3.860117658756317e-14
154,1,0.7,1,M_M_N,2.1039713876456116,2.055138788620277,2.1528039866709463,7.447613357283621,12000,-7.565648655729617,3.860117658756317e-14
155,1,0.7,1,M_M_N,2.0852087477867283,2.0409140858095802,2.1295034097638763,7.149234381489147,14000,-7.565648655729617,3.860117658756317e-14
156,1,0.7,1,M_M_N,2.074501092569246,2.0325514820545463,2.116450703083946,7.32848077910115,16000,-7.565648655729617,3.860117658756317e-14
157,1,0.7,1,M_M_N,2.042725674109576,2.003418634600446,2.0820327136187062,7.238666735162948,18000,-7.565648655729617,3.860117658756317e-14
158,1,0.7,1,M_M_N,2.124100901958853,2.0841276811614757,2.16407412275623,8.318011738414258,20000,-7.565648655729617,3.860117658756317e-14
159,1,0.7,1,M_M_N,2.176343992899834,2.137049605884806,2.215638379914862,8.841780822560125,22000,-7.565648655729617,3.860117658756317e-14
160,1,0.7,1,M_M_N,2.153258794344164,2.1160748232095927,2.190442765478735,8.637395194027158,24000,-7.565648655729617,3.860117658756317e-14
161,1,0.7,1,M_M_N,2.145603284037478,2.1101489790337875,2.1810575890411683,8.50696569496179,26000,-7.565648655729617,3.860117658756317e-14
162,1,0.7,1,M_M_N,2.158213690602995,2.124178757027753,2.1922486241782373,8.44255920913421,28000,-7.565648655729617,3.860117658756317e-14
163,1,0.7,1,M_M_N,2.209737157415355,2.1759169859486227,2.2435573288820874,8.931854451184615,30000,-7.565648655729617,3.860117658756317e-14
164,1,0.7,1,M_M_N,2.2150196359831598,2.1821420954775808,2.2478971764887388,9.003670316038251,32000,-7.565648655729617,3.860117658756317e-14
165,1,0.7,1,M_M_N,2.194336779951499,2.1627347829122026,2.225938776990795,8.838546860121342,34000,-7.565648655729617,3.860117658756317e-14
166,1,0.7,1,M_M_N,2.2104288541267083,2.1798014585153176,2.241056249738099,8.790169528716289,36000,-7.565648655729617,3.860117658756317e-14
167,1,0.7,1,M_M_N,2.196436075815704,2.1668866622596026,2.225985489371806,8.636891816915858,38000,-7.565648655729617,3.860117658756317e-14
168,1,0.7,1,M_M_N,6.435134782678217,5.3715990852199536,7.4986704801364805,28.72935209790424,100,-7.565648655729617,3.860117658756317e-14
169,1,0.7,1,M_M_N,2.6852967481287715,2.400816851337174,2.969776644920369,12.589295011290698,600,-7.565648655729617,3.860117658756317e-14
