,n,rho,mu,distribution,mean_waiting_time,std_dev,ci_lower,ci_upper,variance,number_of_customers
172,2,0.95,1,M_M_N,10.507528242005524,9.735600852396999,10.279422119795308,10.73563436421574,94.78192395719317,7000
173,2,0.95,1,M_M_N,11.818289212442597,10.76544759817468,11.607264772588682,12.029313652296512,115.89486198904497,10000
174,2,0.95,1,M_M_N,12.610406705190991,10.529984697726613,12.429379188095226,12.791434222286757,110.88057773435662,13000
175,2,0.95,1,M_M_N,13.253269839431818,11.053199305860984,13.081988931094632,13.424550747769004,122.17321489508575,16000
176,2,0.95,1,M_M_N,12.094173525237297,10.691610304925375,11.942139049874271,12.246208000600323,114.31053091238647,19000
177,2,0.95,1,M_M_N,11.818289212442597,10.76544759817468,11.607264772588682,12.029313652296512,115.89486198904497,10000
178,2,0.95,1,M_M_N,12.889075352379388,10.816894518543819,12.695520584873119,13.082630119885657,117.00520702530333,12000
179,2,0.95,1,M_M_N,13.633885863099819,11.072398768829409,13.45045882954211,13.817312896657526,122.59801449597501,14000
180,2,0.95,1,M_M_N,13.253269839431818,11.053199305860984,13.081988931094632,13.424550747769004,122.17321489508575,16000
181,2,0.95,1,M_M_N,12.498529642118314,10.816733424417073,12.340500504236548,12.65655878000008,117.00172197490149,18000
182,2,0.95,1,M_M_N,11.727124351832272,10.575191747927851,11.580553494321393,11.87369520934315,111.83468050544133,20000
183,2,0.95,1,M_M_N,12.160852760456192,10.988226579871288,12.015645526776982,12.306059994135403,120.74112337058988,22000
184,2,0.95,1,M_M_N,14.608858188831439,13.911144956275185,14.43285227925125,14.784864098411628,193.51995399450055,24000
185,2,0.95,1,M_M_N,14.830521974163595,13.988533336530457,14.660480908557547,15.000563039769643,195.67906490722393,26000
186,2,0.95,1,M_M_N,14.173490965975812,13.77807361117652,14.012101066720373,14.334880865231252,189.8353124349988,28000
187,2,0.95,1,M_M_N,14.0273094014285,13.417073949230515,13.875477580759336,14.179141222097664,180.0178733591201,30000
188,2,0.95,1,M_M_N,13.910713265650632,13.091182759726587,13.767273880401685,14.054152650899578,171.3790660485626,32000
189,2,0.95,1,M_M_N,13.633280681715222,12.838307625735183,13.496812353446309,13.769749009984135,164.82214269301014,34000
190,2,0.95,1,M_M_N,15.390334354012632,14.661175382601732,15.238880533977213,15.541788174048051,214.95006359940703,36000
191,2,0.95,1,M_M_N,15.317309999780159,14.530365914538729,15.171211190141397,15.46340880941892,211.1315336103889,38000
192,4,0.7,1,M_M_N,0.052665815972751495,0.12593960562203144,0.0276766659385962,0.07765496600690679,0.015860784264232815,100
193,4,0.7,1,M_M_N,0.34254450024118066,0.6649869443555505,0.2892277101221276,0.3958612903602337,0.44220763616333203,600
194,4,0.7,1,M_M_N,0.3797131906702273,0.6850586163360116,0.33720209358739595,0.42222428775305865,0.4693053078162108,1000
195,4,0.7,1,M_M_N,0.35224806348376375,0.6679244389967937,0.33154298431294427,0.37295314265458324,0.4461230562091815,4000
196,4,0.7,1,M_M_N,0.39980037595889606,0.7673433264835774,0.38182144345521185,0.41777930846258027,0.5888157806988821,7000
197,4,0.7,1,M_M_N,0.379120768823642,0.7137507514377868,0.3651298175748516,0.3931117200724324,0.5094401351780053,10000
198,4,0.7,1,M_M_N,0.3680139168836251,0.7024594817544046,0.3559374989691877,0.38009033479806253,0.49344932350666676,13000
199,4,0.7,1,M_M_N,0.35455964929871064,0.6803140631303091,0.34401746983889275,0.36510182875852853,0.46282722449287017,16000
200,4,0.7,1,M_M_N,0.3420439917564011,0.6612214559984985,0.33264143645421274,0.35144654705858946,0.4372138138727742,19000
201,4,0.7,1,M_M_N,0.379120768823642,0.7137507514377868,0.3651298175748516,0.3931117200724324,0.5094401351780053,10000
202,4,0.7,1,M_M_N,0.37094536971750797,0.7095078461950235,0.3582496162386584,0.3836411231963575,0.5034013838123012,12000
203,4,0.7,1,M_M_N,0.3577743446544559,0.6886458177825733,0.34636613382633974,0.36918255548257206,0.4742330623494292,14000
204,4,0.7,1,M_M_N,0.35455964929871064,0.6803140631303091,0.34401746983889275,0.36510182875852853,0.46282722449287017,16000
205,4,0.7,1,M_M_N,0.3433685916576595,0.663656052226487,0.33367278150238433,0.35306440181293464,0.44043935565684567,18000
206,4,0.7,1,M_M_N,0.3364741673680712,0.6541326697068292,0.32740796898508706,0.3455403657510553,0.42788954957778363,20000
207,4,0.7,1,M_M_N,0.33928144906782204,0.656033938086561,0.33061209076356834,0.34795080737207573,0.4303805279213617,22000
208,4,0.7,1,M_M_N,0.3354009835105322,0.6474799120508334,0.3272089697536774,0.343592997267387,0.419230236509355,24000
209,4,0.7,1,M_M_N,0.33377188491600773,0.6405569133425391,0.3259854374375116,0.34155833239450384,0.4103131592309211,26000
210,4,0.7,1,M_M_N,0.334767575328549,0.6399047539042308,0.32727203083661754,0.34226311982048047,0.4094780940692343,28000
211,4,0.7,1,M_M_N,0.3311010608710787,0.631935823589929,0.3239498767153687,0.33825224502678874,0.39934288513628186,30000
212,4,0.7,1,M_M_N,0.3289583114571477,0.6271184934089198,0.3220870078611463,0.3358296150531491,0.39327760477547336,32000
213,4,0.7,1,M_M_N,0.33800924145792505,0.6639619564329453,0.3309514748994319,0.3450670080164182,0.4408454795902644,34000
214,4,0.7,1,M_M_N,0.3508528278318673,0.6868436188611461,0.3437575515577073,0.35794810410602723,0.4717541567702754,36000
215,4,0.7,1,M_M_N,0.35321106045779815,0.691511854860431,0.34625810005470786,0.36016402086088845,0.4781886454125137,38000
216,4,0.8,1,M_M_N,2.204760981331348,1.2332419054114754,1.9600590319285163,2.4494629307341795,1.5208855972629263,100
217,4,0.8,1,M_M_N,1.2860789143715463,1.3494887850920068,1.1778806844160776,1.394277144327015,1.8211199810891006,600
218,4,0.8,1,M_M_N,0.9065958495528468,1.1894348176235123,0.8327858458539926,0.9804058532517009,1.4147551853750782,1000
219,4,0.8,1,M_M_N,0.8240523251865232,1.195693723872969,0.7869868552450039,0.8611177951280424,1.4296834813092076,4000
220,4,0.8,1,M_M_N,0.7943966552532342,1.1080426217368593,0.768435103468189,0.8203582070382794,1.2277584515854927,7000
221,4,0.8,1,M_M_N,0.7432067500538299,1.0319283453357369,0.7229788775888918,0.7634346225187679,1.0648761099073516,10000
222,4,0.8,1,M_M_N,0.8029763236143967,1.1186033099551669,0.7837457182878755,0.822206928940918,1.2512733650426553,13000
223,4,0.8,1,M_M_N,0.782018264798894,1.0926159655031509,0.7650870352194312,0.7989494943783568,1.1938096480723828,16000
